prefix,uri
ne,http://umbel.org/umbel/ne/
human,http://eulersharp.sourceforge.net/2003/03swap/human#
lingvoj,http://www.lingvoj.org/ontology#
sm,http://topbraid.org/sparqlmotion#
rooms,http://vocab.deri.ie/rooms#
pos,http://www.w3.org/2003/01/geo/wgs84_pos#
datafaqs,http://purl.org/twc/vocab/datafaqs#
ldap,http://purl.org/net/ldap/
mygrid,http://www.mygrid.org.uk/ontology#
care,http://eulersharp.sourceforge.net/2003/03swap/care#
kwijibo,http://kwijibo.talis.com/
sem,http://semanticweb.cs.vu.nl/2009/11/sem/
hcterms,http://purl.org/uF/hCard/terms/
wnschema,http://www.cogsci.princeton.edu/~wn/schema/
vitro,http://vitro.mannlib.cornell.edu/ns/vitro/public#
prissma,http://ns.inria.fr/prissma/v1#
lt,http://diplomski.nelakolundzija.org/LTontology.rdf#
cmo,http://purl.org/twc/ontologies/cmo.owl#
wlp,http://weblab-project.org/core/model/property/processing/
h5,http://buzzword.org.uk/rdf/h5#
smiley,http://www.smileyontology.com/ns#
article,http://ogp.me/ns/article#
pmlp,http://inference-web.org/2.0/pml-provenance.owl#
omv,http://omv.ontoware.org/2005/05/ontology#
br,http://vocab.deri.ie/br#
ogp,http://ogp.me/ns#
ezcontext,http://ontologies.ezweb.morfeo-project.org/ezcontext/ns#
rulz,http://purl.org/NET/rulz#
ibis,http://purl.org/ibis#
vra,http://purl.org/vra/
pobo,http://purl.obolibrary.org/obo/
uni,http://purl.org/weso/uni/uni.html#
osoc,http://web-semantics.org/ns/opensocial#
teach,http://linkedscience.org/teach/ns#
fbgeo,http://rdf.freebase.com/ns/location/geocode/
aapi,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#
grddl,http://www.w3.org/2003/g/data-view#
wai,http://purl.org/wai#
webtlab,http://webtlab.it.uc3m.es/
httpvoc,http://www.w3.org/2006/http#
hp,http://purl.org/voc/hp/
arpfo,http://vocab.ouls.ox.ac.uk/projectfunding#
orges,http://datos.gob.es/def/sector-publico/organizacion#
phss,http://ns.poundhill.com/phss/1.0/
places,http://purl.org/ontology/places#
pimo,http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#
esd,http://def.esd.org.uk/
np,http://www.nanopub.org/nschema#
rdaa,http://rdaregistry.info/Elements/a/
osn,http://spatial.ucd.ie/lod/osn/
swandr,http://purl.org/swan/1.2/discourse-relationships/
rda,http://www.rdaregistry.info/
oslc,http://open-services.net/ns/core#
sl,http://www.semanlink.net/2001/00/semanlink-schema#
b2bo,http://purl.org/b2bo#
bne,http://datos.bne.es/resource/
qdoslf,http://foaf.qdos.com/lastfm/schema/
hospital,http://www.agfa.com/w3c/2009/hospital#
session,http://redfoot.net/2005/session#
pay,http://reference.data.gov.uk/def/payment#
eclap,http://www.eclap.eu/schema/eclap/
cao,http://purl.org/makolab/caont/
rlog,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#
tarot,http://data.totl.net/tarot/card/
algo,http://securitytoolbox.appspot.com/securityAlgorithms#
status,http://www.w3.org/2003/06/sw-vocab-status/ns#
wbc,http://worldbank.270a.info/classification/
stanford,http://purl.org/olia/stanford.owl#
dummy,http://hello.com/
sql,http://ns.inria.fr/ast/sql#
sioca,http://rdfs.org/sioc/actions#
agents,http://eulersharp.sourceforge.net/2003/03swap/agent#
dt,http://dbpedia.org/datatype/
rdo,http://purl.org/rdo/ns#
opwn,http://www.ontologyportal.org/WordNet.owl#
recipe,http://linkedrecipes.org/schema/
dnb,http://d-nb.info/gnd/
dcr,http://www.isocat.org/ns/dcr.rdf#
calli,http://callimachusproject.org/rdf/2009/framework#
okkam,http://models.okkam.org/ENS-core-vocabulary#
pml,http://provenanceweb.org/ns/pml#
remus,http://www.semanticweb.org/ontologies/2010/6/Ontology1279614123500.owl#
organiz,http://eulersharp.sourceforge.net/2003/03swap/organization#
gridworks,http://purl.org/net/opmv/types/gridworks#
kontakt,http://richard.cyganiak.de/
osgb,http://data.ordnancesurvey.co.uk/id/
geospecies,http://rdf.geospecies.org/ont/geospecies#
tr,http://www.thomsonreuters.com/
oboinowl,http://www.geneontology.org/formats/oboInOwl#
nuts,http://dd.eionet.europa.eu/vocabulary/common/nuts/
wairole,http://www.w3.org/2005/01/wai-rdf/GUIRoleTaxonomy#
span,http://www.ifomis.org/bfo/1.1/span#
wisski,http://wiss-ki.eu/
copyright,http://rhizomik.net/ontologies/copyrightonto.owl#
card,http://www.ashutosh.com/test/
nid3,http://www.semanticdesktop.org/ontologies/2007/05/10/nid3#
bfo,http://purl.obolibrary.org/obo/
wsc,http://www.openk.org/wscaim.owl#
ncal,http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#
geographis,http://telegraphis.net/ontology/geography/geography#
dsp,http://purl.org/metainfo/terms/dsp#
opus,http://lsdis.cs.uga.edu/projects/semdis/opus#
dgtwc,http://data-gov.tw.rpi.edu/2009/data-gov-twc.rdf#
dita,http://purl.org/dita/ns#
fls,http://lukasblaho.sk/football_league_schema#
ppo,http://vocab.deri.ie/ppo#
oboe,http://ecoinformatics.org/oboe/oboe.1.0/oboe-core.owl#
derecho,http://purl.org/derecho#
prvtypes,http://purl.org/net/provenance/types#
trackback,http://madskills.com/public/xml/rss/module/trackback/
pol,http://escience.rpi.edu/ontology/semanteco/2/0/pollution.owl#
plink,http://buzzword.org.uk/rdf/personal-link-types#
prf,http://www.openmobilealliance.org/tech/profiles/UAPROF/ccppschema-20021212#
open,http://open.vocab.org/terms/
scsv,http://purl.org/NET/schema-org-csv#
wi,http://purl.org/ontology/wi/core#
dbt,http://dbpedia.org/resource/Template:
marl,http://www.gsi.dit.upm.es/ontologies/marl/ns#
ple,http://pleiades.stoa.org/places/
wao,http://webtlab.it.uc3m.es/2010/10/WebAppsOntology#
c4n,http://vocab.deri.ie/c4n#
pmlt,http://inference-web.org/2.0/pml-trust.owl#
timeline,http://purl.org/NET/c4dm/timeline.owl#
zbwext,http://zbw.eu/namespaces/zbw-extensions/
muni,http://vocab.linkeddata.es/urbanismo-infraestructuras/territorio#
xhtmlvocab,http://www.w3.org/1999/xhtml/vocab/
swanpav,http://purl.org/swan/1.2/pav/
tripfs,http://purl.org/tripfs/2010/02#
qa,http://www.mit.jyu.fi/ai/TRUST_Ontologies/QA.owl#
countries,http://eulersharp.sourceforge.net/2003/03swap/countries#
req,http://purl.org/req/
ens,http://models.okkam.org/ENS-core-vocabulary.owl#
frbre,http://purl.org/vocab/frbr/extended#
lark1,http://users.utcluj.ro/~raluca/ontology/Ontology1279614123500.owl#
shv,http://ns.aksw.org/spatialHierarchy/
geom,http://data.ign.fr/def/geometrie#
elog,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
agetec,http://www.agetec.org/
san,http://www.irit.fr/recherches/MELODI/ontologies/SAN#
units,http://eulersharp.sourceforge.net/2003/03swap/units#
out,http://ontologies.hypios.com/out#
dis,http://stanbol.apache.org/ontology/disambiguation/disambiguation#
imreg,http://www.w3.org/2004/02/image-regions#
gv,http://rdf.data-vocabulary.org/#
infosys,http://www.infosys.com/
geodata,http://sws.geonames.org/
agent,http://eulersharp.sourceforge.net/2003/03swap/agent#
life,http://life.deri.ie/schema/
rad,http://www.w3.org/ns/rad#
cb,http://cbasewrap.ontologycentral.com/vocab#
r2r,http://www4.wiwiss.fu-berlin.de/bizer/r2r/
aair,http://xmlns.notu.be/aair#
visit,http://purl.org/net/vocab/2004/07/visit#
ncbitaxon,http://purl.org/obo/owl/NCBITaxon#
reve,http://data.eurecom.fr/ontology/reve#
rs,http://rightsstatements.org/vocab/
provenir,http://knoesis.wright.edu/provenir/provenir.owl#
vocab,http://rdf.ontology2.com/vocab#
wbp,http://worldbank.270a.info/property/
eprints,http://eprints.org/ontology/
pns,http://data.press.net/ontology/stuff/
pna,http://data.press.net/ontology/asset/
kdo,http://kdo.render-project.eu/kdo#
spatial,http://geovocab.org/spatial#
city,http://datos.localidata.com/def/City#
lr,http://linkedrecipes.org/schema/
emp,http://purl.org/ctic/empleo/oferta#
hxl,http://hxl.humanitarianresponse.info/ns/#
aneo,http://akonadi-project.org/ontologies/aneo#
sawsdl,http://www.w3.org/ns/sawsdl#
set,http://www.w3.org/2000/10/swap/set#
hemogram,http://www.agfa.com/w3c/2009/hemogram#
wgspos,http://www.w3.org/2003/01/geo/wgs84_pos#
fowl,http://www.w3.org/TR/2003/PR-owl-guide-20031209/food#
prefix,http://prefix.cc/
xsl,http://www.w3.org/1999/XSL/Transform#
fl,http://eulersharp.sourceforge.net/2003/03swap/fl-rules#
decl,http://www.linkedmodel.org/1.0/schema/decl#
ospost,http://data.ordnancesurvey.co.uk/ontology/postcode/
aims,http://aims.fao.org/aos/common/
dive,http://scubadive.networld.to/dive.rdf#
nndsr,http://semanticdiet.com/schema/usda/nndsr/
swanci,http://purl.org/swan/1.2/citations/
dayta,http://dayta.me/resource#
pccz,http://purl.org/procurement/public-contracts-czech#
osr,http://dati.senato.it/osr/
theatre,http://purl.org/theatre#
bookmark,http://www.w3.org/2002/01/bookmark#
gc,http://www.oegov.org/core/owl/gc#
xfnv,http://vocab.sindice.com/xfn#
sig,http://purl.org/signature#
ccom,http://purl.org/ontology/cco/mappings#
rdam,http://rdaregistry.info/Elements/m/
un,http://www.w3.org/2007/ont/unit#
languages,http://eulersharp.sourceforge.net/2003/03swap/languages#
wfm,http://purl.org/net/wf-motifs#
sindice,http://vocab.sindice.net/
odp,http://ontologydesignpatterns.org/
vaem,http://www.linkedmodel.org/schema/vaem#
fd,http://foodable.co/ns/
skip,http://skipforward.net/skipforward/resource/
xmls,http://www.w3.org/2001/XMLSchema#
xesam,http://freedesktop.org/standards/xesam/1.0/core#
re,http://www.w3.org/2000/10/swap/reason#
oj,http://ontojob.at/
linkedct,http://data.linkedct.org/vocab/
ecb,http://ecb.270a.info/class/1.0/
xch,http://oanda2rdf.appspot.com/xch/
agrelon,http://d-nb.info/standards/elementset/agrelon#
metalex,http://www.metalex.eu/schema/1.0#
tcga,http://purl.org/tcga/core#
events,http://eulersharp.sourceforge.net/2003/03swap/event#
pne,http://data.press.net/ontology/event/
semtweet,http://semantictweet.com/
gelo,http://krauthammerlab.med.yale.edu/ontologies/gelo#
eye,http://jena.hpl.hp.com/Eyeball#
emotion,http://ns.inria.fr/emoca#
csvw,http://www.w3.org/ns/csvw#
commons,http://commons.psi.enakting.org/def/
prolog,http://eulersharp.sourceforge.net/2003/03swap/prolog#
geofla,http://data.ign.fr/ontologies/geofla#
carfo,http://purl.org/carfo#
orca,http://geni-orca.renci.org/owl/topology.owl#
mp,http://jicamaro.info/mp#
bioskos,http://eulersharp.sourceforge.net/2003/03swap/bioSKOSSchemes#
aigp,http://swat.cse.lehigh.edu/resources/onto/aigp.owl#
doco,http://purl.org/spar/doco/
mte,http://nl.ijs.si/ME/owl/
prvr,http://purl.org/ontology/prv/rules#
oper,http://sweet.jpl.nasa.gov/2.0/mathOperation.owl#
quak,http://dev.w3.org/cvsweb/2000/quacken/vocab#
visko,http://trust.utep.edu/visko/ontology/visko-operator-v3.owl#
admssw,http://purl.org/adms/sw/
wapp,http://ns.rww.io/wapp#
bridge,http://purl.org/vocommons/bridge#
transit,http://vocab.org/transit/terms/
wl,http://www.wsmo.org/ns/wsmo-lite#
oboro,http://obofoundry.org/ro/ro.owl#
nsl,http://purl.org/ontology/storyline/
xt,http://purl.org/twc/vocab/cross-topix#
oboso,http://purl.org/obo/owl/SO#
igeo,http://rdf.insee.fr/def/geo#
tei,http://www.tei-c.org/ns/1.0/
r2rml,http://www.w3.org/ns/r2rml#
rso,http://www.researchspace.org/ontology/
dbpo,http://dbpedia.org/ontology/
nyt,http://data.nytimes.com/
evopat,http://ns.aksw.org/Evolution/
fcm,http://eulersharp.sourceforge.net/2006/02swap/fcm#
govtrackus,http://www.rdfabout.com/rdf/usgov/geo/us/
gist,https://ontologies.semanticarts.com/gist/
ipad,http://www.padinthecity.com/
sdgp,http://stats.data-gov.ie/property/
opmv,http://purl.org/net/opmv/ns#
rv,http://wifo-ravensburg.de/semanticweb.rdf#
atomowl,http://bblfish.net/work/atom-owl/2006-06-06/#
c4o,http://purl.org/spar/c4o/
arecipe,http://purl.org/amicroformat/arecipe/
comm,http://vocab.resc.info/communication#
swpo,http://sw-portal.deri.org/ontologies/swportal#
sgv,http://www.w3.org/TR/SVG/
soap,http://www.w3.org/2003/05/soap-envelope/
func,http://www.w3.org/2007/rif-builtin-function#
aersv,http://aers.data2semantics.org/vocab/
ec,http://eulergui.sourceforge.net/contacts.owl.n3#
artstor,http://simile.mit.edu/2003/10/ontologies/artstor#
frapo,http://purl.org/cerif/frapo/
pf,http://jena.hpl.hp.com/ARQ/property#
oac,http://www.openannotation.org/ns/
dtype,http://www.linkedmodel.org/schema/dtype#
coun,http://www.daml.org/2001/09/countries/iso-3166-ont#
tmpl,http://purl.org/restdesc/http-template#
spif,http://spinrdf.org/spif#
protons,http://proton.semanticweb.org/2005/04/protons#
meb,http://rdf.myexperiment.org/ontologies/base/
hgnc,http://bio2rdf.org/hgnc:
gxa,http://www.ebi.ac.uk/gxa/
dl,http://ontology.ip.rm.cnr.it/ontologies/DOLCE-Lite#
cidoccrm,http://purl.org/NET/cidoc-crm/core#
httpm,http://www.w3.org/2011/http-methods#
fct,http://openlinksw.com/services/facets/1.0/
tripfs2,http://purl.org/tripfs/2010/06#
xbrli,http://www.xbrl.org/2003/instance#
telix,http://purl.org/telix#
dssn,http://purl.org/net/dssn/
pam,http://prismstandard.org/namespaces/pam/2.0/
sad,http://vocab.deri.ie/sad#
nex,http://www.nexml.org/2009/
rich,http://rdf.data-vocabulary.org/
oax,http://www.w3.org/ns/openannotation/extensions/
coeus,http://bioinformatics.ua.pt/coeus/
gazetteer,http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/
jita,http://aims.fao.org/aos/jita/
dgfoaf,http://west.uni-koblenz.de/ontologies/2010/07/dgfoaf.owl#
lgv,http://linkedgeodata.org/ontology/
clineva,http://www.agfa.com/w3c/2009/clinicalEvaluation#
ccard,http://purl.org/commerce/creditcard#
enhancer,http://stanbol.apache.org/ontology/enhancer/enhancer#
osp,http://data.lirmm.fr/ontologies/osp#
psys,http://proton.semanticweb.org/protonsys#
health,http://purl.org/twc/health/vocab/
nxp,http://purl.org/nxp/schema/v1/
scowt,http://purl.org/weso/ontologies/scowt#
rlno,http://rdflivenews.aksw.org/ontology/
ecpo,http://purl.org/ontology/ecpo#
eseduc,http://www.purl.org/ontologia/eseduc#
tvc,http://www.essepuntato.it/2012/04/tvc/
osmsemnet,http://spatial.ucd.ie/2012/08/osmsemnet/
no,http://km.aifb.kit.edu/projects/numbers/number#
genab,http://eulersharp.sourceforge.net/2003/03swap/genomeAbnormality#
htir,http://www.w3.org/2011/http#
gbv,http://purl.org/ontology/gbv/
italy,http://data.kasabi.com/dataset/italy/schema/
humanbody,http://eulersharp.sourceforge.net/2003/03swap/humanBody#
wf,http://www.w3.org/2005/01/wf/flow#
ends,http://labs.mondeca.com/vocab/endpointStatus#
cdt,https://w3id.org/cdt/
myprefix,http://myprefix.org/
idemo,http://rdf.insee.fr/def/demo#
intervals,http://reference.data.gov.uk/def/intervals/
swanag,http://purl.org/swan/1.2/agents/
flow,http://www.w3.org/2005/01/wf/flow#
owls,http://www.daml.org/services/owl-s/1.2/Service.owl#
w3p,http://prov4j.org/w3p/
ql,http://www.w3.org/2004/ql#
ling,http://purl.org/voc/ling/
fingal,http://vocab.deri.ie/fingal#
goef,http://purl.org/twc/vocab/goef#
kupkb,http://www.e-lico.eu/data/kupkb/
data,http://data.odw.tw/
rating,http://www.tvblob.com/ratings/#
fc,http://www.freeclass.eu/freeclass_v1#
wfdesc,http://purl.org/wf4ever/wfdesc#
grs,http://www.georss.org/georss/
oecd,http://oecd.270a.info/dataset/
parl,https://id.parliament.uk/schema/
archdesc,http://archdesc.info/archEvent#
frad,http://iflastandards.info/ns/fr/frad/
nytimes,http://data.nytimes.com/elements/
rpubl,http://rinfo.lagrummet.se/ns/2008/11/rinfo/publ#
rdaw,http://rdaregistry.info/Elements/w/
identity,http://purl.org/twc/ontologies/identity.owl#
penis,http://penis.to/#
protegedc,http://protege.stanford.edu/plugins/owl/dc/protege-dc.owl#
esdir,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/direccion-postal#
vcardx,http://buzzword.org.uk/rdf/vcardx#
moby,http://www.mygrid.org.uk/mygrid-moby-service#
s4ac,http://ns.inria.fr/s4ac/v2#
transmed,http://www.w3.org/2001/sw/hcls/ns/transmed/
lod2,http://lod2.eu/schema/
govwild,http://govwild.org/0.6/GWOntology.rdf/
crtv,http://open-services.net/ns/crtv#
p20,http://zbw.eu/beta/p20/vocab/
iron,http://purl.org/ontology/iron#
environ,http://eulersharp.sourceforge.net/2003/03swap/environment#
str,http://nlp2rdf.lod2.eu/schema/string/
poder,http://poderopedia.com/vocab/
nocal,http://vocab.deri.ie/nocal#
rdfdf,http://www.openlinksw.com/virtrdf-data-formats#
ogorg,http://opengraph.org/schema/
saxon,http://saxon.sf.net/
hcard,http://purl.org/uF/hCard/terms/
npgd,http://ns.nature.com/datasets/
lctr,http://data.linkedct.org/vocab/resource/
geop,http://aims.fao.org/aos/geopolitical.owl#
owltime,http://www.w3.org/TR/owl-time#
qu,http://purl.oclc.org/NET/ssnx/qu/qu#
ufmedia,http://purl.org/microformat/hmedia/
bm,http://bio2rdf.org/
healthcare,http://www.agfa.com/w3c/2009/healthCare#
genea,http://www.owl-ontologies.com/generations.owl#
d2r,http://sites.wiwiss.fu-berlin.de/suhl/bizer/d2r-server/config.rdf#
loticoowl,http://www.lotico.com/ontology/
itsmo,http://ontology.it/itsmo/v1#
frame,http://www.ontologydesignpatterns.org/ont/framenet/abox/frame/
kw,http://kwantu.net/kw/
cis,http://purl.org/NET/cloudisus#
centrifuge,http://purl.org/twc/vocab/centrifuge#
gfo,http://www.onto-med.de/ontologies/gfo.owl#
cdc,https://w3id.org/cdc#
frbrcore,http://purl.org/vocab/frbr/core#
dctypes,http://purl.org/dc/dcmitype/
fo,http://www.w3.org/1999/XSL/Format#
cold,http://purl.org/configurationontology#
diseasome,http://www4.wiwiss.fu-berlin.de/diseasome/resource/diseasome/
daiaserv,http://purl.org/ontology/daia/Service/
wm,http://ns.inria.fr/webmarks#
ebucore,http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#
malignneo,http://www.agfa.com/w3c/2009/malignantNeoplasm#
mtecore,http://purl.org/olia/mte/multext-east.owl#
hartigprov,http://purl.org/net/provenance/ns#
kbp,http://tackbp.org/2013/ontology#
l4a,http://labels4all.info/ns/
marshall,http://sites.google.com/site/xgmaitc/
okg,http://openknowledgegraph.org/ontology/
pkmn,http://pokedex.dataincubator.org/pkm/
skos08,http://www.w3.org/2008/05/skos#
category,http://dbpedia.org/resource/Category:
clinproc,http://www.agfa.com/w3c/2009/clinicalProcedure#
s2s,http://escience.rpi.edu/ontology/sesf/s2s/4/0/
agro,http://purl.obolibrary.org/obo/agro.owl#
wscaim,http://www.openk.org/wscaim.owl#
va,http://code-research.eu/ontology/visual-analytics#
luc,http://www.ontotext.com/owlim/lucene#
html,http://www.w3.org/1999/xhtml/
atomrdf,http://atomowl.org/ontologies/atomrdf#
gesis,http://lod.gesis.org/lodpilot/ALLBUS/vocab.rdf#
aerols,http://xmlns.com/aerols/0.1/
ru,http://purl.org/imbi/ru-meta.owl#
opmw,http://www.opmw.org/ontology/
cdtype,http://purl.org/cld/cdtype/
rdapo,http://rdaregistry.info/Elements/p/object/
bcncon,http://datos.bcn.cl/ontologies/bcn-congress#
place,http://purl.org/ontology/places/
mohammad,http://manesht.ir/
ekaw,http://data.semanticweb.org/conference/ekaw/2012/complete/
l4lod,http://ns.inria.fr/l4lod/v2/
sci,http://data.scientology.org/ns/
ops,https://w3id.org/ops#
odcs,http://opendata.cz/infrastructure/odcleanstore/
c4dm,http://purl.org/NET/c4dm/event.owl#
ngeoi,http://vocab.lenka.no/geo-deling#
lh,http://vocab.inf.ed.ac.uk/library/holdings#
cf,http://mmisw.org/ont/cf/parameter/
sdm,https://w3id.org/okn/o/sdm#
wfprov,http://purl.org/wf4ever/wfprov#
pronom,http://reference.data.gov.uk/technical-registry/
skiresort,http://www.openlinksw.com/ski_resorts/schema#
abs,http://abs.270a.info/dataset/
occult,http://data.totl.net/occult/
campsite,http://www.openlinksw.com/campsites/schema#
wkd,http://schema.wolterskluwer.de/
ebu,http://semantic.eurobau.com/eurobau-utility.owl#
sro,http://salt.semanticauthoring.org/ontologies/sro#
rec54,http://www.w3.org/2001/02pd/rec54.rdf#
biordf,http://purl.org/net/biordfmicroarray/ns#
npgg,http://ns.nature.com/graphs/
pizza,http://www.co-ode.org/ontologies/pizza/pizza.owl#
prism21,http://prismstandard.org/namespaces/basic/2.1/
laposte,http://data.lirmm.fr/ontologies/laposte#
vsto,http://escience.rpi.edu/ontology/vsto/2/0/vsto.owl#
stac,http://securitytoolbox.appspot.com/stac#
curr,https://w3id.org/cc#
fno,https://w3id.org/function/ontology#
mpeg7,http://rhizomik.net/ontologies/2005/03/Mpeg7-2001.owl#
osukdt,http://www.ordnancesurvey.co.uk/ontology/Datatypes.owl#
geovocab,http://geovocab.org/
harrisons,http://harrisons.cc/
b2rpubchem,http://bio2rdf.org/ns/ns/ns/pubchem#
openskos,http://openskos.org/xmlns#
dbyago,http://dbpedia.org/class/yago/
camelot,http://vocab.ox.ac.uk/camelot#
pubmed,http://bio2rdf.org/pubmed_vocabulary:
puelia,http://kwijibo.talis.com/vocabs/puelia#
opl,http://openlinksw.com/schema/attribution#
sor,http://purl.org/net/soron/
cmd,http://clarin.eu/cmd#
bcnnorms,http://datos.bcn.cl/ontologies/bcn-norms#
germplasm,http://purl.org/germplasm/terms#
grel,http://users.ugent.be/~bjdmeest/function/grel.ttl#
fe,http://www.ontologydesignpatterns.org/ont/framenet/abox/fe/
scms,http://ns.aksw.org/scms/annotations/
estrn,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/transporte#
gov,http://gov.genealogy.net/ontology.owl#
ecc,https://ns.eccenca.com/
sw,http://linkedwidgets.org/statisticalwidget/ontology/
alchemy,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#
dpl,http://dbpedialite.org/things/
sosa,http://www.w3.org/ns/sosa/
refe,http://orion.tw.rpi.edu/~xgmatwc/refe/
cl,http://advene.org/ns/cinelab/
quantities,http://eulersharp.sourceforge.net/2003/03swap/quantitiesExtension#
te,http://www.w3.org/2006/time-entry#
steel,http://ontorule-project.eu/resources/steel-30#
namespaces,https://vg.no/
tisc,http://observedchange.com/tisc/ns#
dawgt,http://www.w3.org/2001/sw/DataAccess/tests/test-dawg#
mads,http://www.loc.gov/mads/rdf/v1#
vf,https://w3id.org/valueflows#
td,https://www.w3.org/2019/wot/td#
wno,http://wordnet-rdf.princeton.edu/ontology#
paia,http://purl.org/ontology/paia#
json,https://www.ecma-international.org/publications/files/ECMA-ST/ECMA-404.pdf#
sso,http://nlp2rdf.lod2.eu/schema/sso/
psh,http://psh.techlib.cz/skos/
gastro,http://www.ebsemantics.net/gastro#
wikibase,http://wikiba.se/ontology#
dcndl,http://ndl.go.jp/dcndl/terms/
tp,https://triplydb.com/Triply/tp/def/
ipo,http://purl.org/ipo/core#
hifm,http://purl.org/net/hifm/data#
hints2005,http://purl.org/twc/cabig/model/HINTS2005-1.owl#
rssynd,http://web.resource.org/rss/1.0/modules/syndication/
sioctypes,http://rdfs.org/sioc/types#
zoomaterms,http://rdf.ebi.ac.uk/vocabulary/zooma/
bv,http://purl.org/vocommons/bv#
rdacarrier,http://rdvocab.info/termList/RDACarrierType/
crv,http://purl.org/twc/vocab/datacarver#
daisy,http://www.daisy.org/z3998/2012/vocab/
quantity,http://qudt.org/schema/quantity#
csm,http://purl.org/csm/1.0#
ssso,http://purl.org/ontology/ssso#
spt,http://spitfire-project.eu/ontology/ns/
fos,http://futurios.org/fos/spec/
mil,http://rdf.muninn-project.org/ontologies/military#
prvt,http://purl.org/net/provenance/types#
ds,http://purl.org/ctic/dcat#
mesh,http://purl.bioontology.org/ontology/MESH/
oslo,http://purl.org/oslo/ns/localgov#
solid,http://www.w3.org/ns/solid/terms#
daq,http://purl.org/eis/vocab/daq#
strdf,http://strdf.di.uoa.gr/ontology#
part,http://purl.org/vocab/participation/schema#
dvia,http://data.eurecom.fr/ontology/dvia#
cts2,http://schema.omg.org/spec/CTS2/1.0/
ldr,http://purl.oclc.org/NET/ldr/ns#
ptop,http://www.ontotext.com/proton/protontop#
dbpedia2,http://dbpedia.org/property/
lc,http://semweb.mmlab.be/ns/linkedconnections#
shoah,http://dati.cdec.it/lod/shoah/
pso,http://purl.org/spar/pso/
vgo,http://purl.org/net/VideoGameOntology#
of,http://owlrep.eu01.aws.af.cm/fridge#
cart,http://purl.org/net/cartCoord#
lso,http://linkedspending.aksw.org/ontology/
turismo,http://idi.fundacionctic.org/cruzar/turismo#
omnlife,http://open-multinet.info/ontology/omn-lifecycle#
odo,http://ocean-data.org/schema/
vin,http://www.w3.org/TR/2003/PR-owl-guide-20031209/wine#
wsl,http://www.wsmo.org/ns/wsmo-lite#
omapi,http://purl.org/omapi/0.2/#
my,http://www.mobile.com/model/
msr,http://www.telegraphis.net/ontology/measurement/measurement#
crmdig,http://www.ics.forth.gr/isl/CRMdig/
ep,http://eprints.org/ontology/
osspr,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
kai,http://kai.uni-kiel.de/
lindt,http://purl.org/NET/lindt#
eumida,http://data.kasabi.com/dataset/eumida/terms/
poste,http://data.lirmm.fr/ontologies/poste#
plo,http://purl.org/net/po#
shw,http://paul.staroch.name/thesis/SmartHomeWeather.owl#
pod,https://project-open-data.cio.gov/v1.1/schema/#
cosmo,http://purl.org/ontology/cosmo#
op,http://environment.data.gov.au/def/op#
trait,http://contextus.net/ontology/ontomedia/ext/common/trait#
bihap,http://bihap.kb.gov.tr/ontology/
stream,http://dbpedia.org/ontology/Stream/
dr,http://purl.org/swan/2.0/discourse-relationships/
tblcard,http://www.w3.org/People/Berners-Lee/card#
qvoc,http://mlode.nlp2rdf.org/quranvocab#
pattern,http://www.essepuntato.it/2008/12/pattern#
doas,http://deductions.github.io/doas.owl.ttl#
rdae,http://rdaregistry.info/Elements/e/
conf,http://richard.cyganiak.de/2007/pubby/config.rdf#
lldr,http://purl.oclc.org/NET/lldr/ns#
yo,http://yovisto.com/
dn,http://purl.org/datanode/ns/
qrl,http://www.aifb.kit.edu/project/ld-retriever/qrl#
tac,http://ns.bergnet.org/tac/0.1/triple-access-control#
ecos,http://kmm.lboro.ac.uk/ecos/1.0#
telmap,http://purl.org/telmap/
iol,http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#
seq,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl#
sam,http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling#
disease,http://www.agfa.com/w3c/2009/humanDisorder#
date,http://contextus.net/ontology/ontomedia/misc/date#
rkd,http://data.rkd.nl/def#
infor,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#
semio,http://www.lingvoj.org/semio#
biro,http://purl.org/spar/biro/
smg,http://ns.cerise-project.nl/energy/def/cim-smartgrid#
elec,http://purl.org/ctic/sector-publico/elecciones#
lio,http://purl.org/net/lio#
bn,http://babelnet.org/rdf/
bcnbio,http://datos.bcn.cl/ontologies/bcn-biographies#
fma,http://sig.uw.edu/fma#
w3con,http://www.w3.org/2000/10/swap/pim/contact#
oarj,http://opendepot.org/reference/linked/1.0/
rdamedia,http://rdvocab.info/termList/RDAMediaType/
onyx,http://www.gsi.dit.upm.es/ontologies/onyx/ns#
